page   num  type   width height color comp bpc  enc interp  object ID x-ppi y-ppi size ratio
 191  1577 smask     535    98  gray    1   8  image  no      5497  0    72    72  360B 0.7%
 191  1578 image     557   202  rgb     3   8  jpeg   no      5501  0    72    72 4668B 1.4%
 191  1579 mask      557   202  -       1   1  image  no      5501  0    72    72   77B 0.5%
 191  1580 image     413   182  rgb     3   8  jpeg   no      5505  0    72    72 19.5K 8.9%
 192  1581 image     557   804  rgb     3   8  jpeg   no      5516  0    72    72 11.2K 0.9%
 192  1582 mask      557   804  -       1   1  image  no      5516  0    72    72  221B 0.4%
 192  1583 image     535    80  rgb     3   8  jpeg   no      5520  0    72    72 1959B 1.5%
 192  1584 smask     535    80  gray    1   8  image  no      5520  0    72    72  271B 0.6%
 192  1585 image     442   393  rgb     3   8  jpeg   no      5524  0    72    72 47.3K 9.3%
 192  1586 image     761   371  rgb     3   8  jpeg   no      5526  0   103   103 80.9K 9.8%
 193  1587 image     557   337  rgb     3   8  jpeg   no      5533  0    72    72 6630B 1.2%
 193  1588 mask      557   337  -       1   1  image  no      5533  0    72    72  112B 0.5%
 193  1589 image     535   324  rgb     3   8  jpeg   no      5537  0    72    72 6133B 1.2%
 193  1590 smask     535   324  gray    1   8  image  no      5537  0    72    72  827B 0.5%
 193  1591 image     557   457  rgb     3   8  jpeg   no      5541  0    72    72 8076B 1.1%
 193  1592 mask      557   457  -       1   1  image  no      5541  0    72    72  139B 0.4%
 193  1593 image     761   371  rgb     3   8  jpeg   no      5545  0   107   107 79.9K 9.7%
 193  1594 image     556   121  rgb     3   8  jpeg   no      5547  0    75    75 22.4K  11%
 193  1595 image     618   176  rgb     3   8  jpeg   no      5549  0    83    83 37.3K  12%
 194  1596 image     557   167  rgb     3   8  jpeg   no      5558  0    72    72 4148B 1.5%
 194  1597 mask      557   167  -       1   1  image  no      5558  0    72    72   72B 0.6%
 194  1598 image     535   113  rgb     3   8  jpeg   no      5562  0    72    72 3940B 2.2%
 194  1599 smask     535   113  gray    1   8  image  no      5562  0    72    72  394B 0.7%
 194  1600 image     557   627  rgb     3   8  jpeg   no      5566  0    72    72 10.1K 1.0%
 194  1601 mask      557   627  -       1   1  image  no      5566  0    72    72  179B 0.4%
 194  1602 image     620   151  rgb     3   8  jpeg   no      5570  0    84    84 39.7K  14%
 195  1603 image     557   804  rgb     3   8  jpeg   no      5579  0    72    72 11.2K 0.9%
 195  1604 mask      557   804  -       1   1  image  no      5579  0    72    72  221B 0.4%
 195  1605 image     535   167  rgb     3   8  jpeg   no      5583  0    72    72 3096B 1.2%
 195  1606 smask     535   167  gray    1   8  image  no      5583  0    72    72  467B 0.5%
 195  1607 image     623   532  rgb     3   8  jpeg   no      5587  0    84    84 75.4K 7.8%
 195  1608 image     777   213  rgb     3   8  jpeg   no      5589  0   105   105 40.3K 8.3%
 196  1609 image     557   378  rgb     3   8  jpeg   no      5596  0    72    72 6951B 1.1%
 196  1610 mask      557   378  -       1   1  image  no      5596  0    72    72  122B 0.5%
 196  1611 image     535   365  rgb     3   8  jpeg   no      5600  0    72    72 6671B 1.1%
 196  1612 smask     535   365  gray    1   8  image  no      5600  0    72    72  919B 0.5%
 196  1613 image     557   416  rgb     3   8  jpeg   no      5604  0    72    72 7438B 1.1%
 196  1614 mask      557   416  -       1   1  image  no      5604  0    72    72  128B 0.4%
 196  1615 image     777   213  rgb     3   8  jpeg   no      5608  0   109   110 40.5K 8.4%
 196  1616 image     715   156  rgb     3   8  jpeg   no      5610  0    97    97 65.2K  20%
 197  1617 image     557   804  rgb     3   8  jpeg   no      5619  0    72    72 11.2K 0.9%
 197  1618 mask      557   804  -       1   1  image  no      5619  0    72    72  221B 0.4%
 197  1619 image     535   341  rgb     3   8  jpeg   no      5623  0    72    72 5221B 1.0%
 197  1620 smask     535   341  gray    1   8  image  no      5623  0    72    72  859B 0.5%
 197  1621 image     513   451  rgb     3   8  jpeg   no      5627  0    72    72 50.2K 7.4%
 198  1622 image     557   687  rgb     3   8  jpeg   no      5634  0    72    72 10.9K 1.0%
 198  1623 mask      557   687  -       1   1  image  no      5634  0    72    72  195B 0.4%
 198  1624 image     535   674  rgb     3   8  jpeg   no      5638  0    72    72 9242B 0.9%
 198  1625 smask     535   674  gray    1   8  image  no      5638  0    72    72 1614B 0.4%
 198  1626 image     557   107  rgb     3   8  jpeg   no      5642  0    72    72 3390B 1.9%
 198  1627 mask      557   107  -       1   1  image  no      5642  0    72    72   56B 0.8%
 198  1628 image     513   451  rgb     3   8  jpeg   no      5646  0    72    72 49.9K 7.4%
 199  1629 image     557   804  rgb     3   8  jpeg   no      5655  0    72    72 11.2K 0.9%
 199  1630 mask      557   804  -       1   1  image  no      5655  0    72    72  221B 0.4%
 199  1631 image     535   174  rgb     3   8  jpeg   no      5659  0    72    72 3118B 1.1%
 199  1632 smask     535   174  gray    1   8  image  no      5659  0    72    72  483B 0.5%
 199  1633 image     715   134  rgb     3   8  jpeg   no      5663  0    97    96 47.4K  17%
 199  1634 image     452   411  rgb     3   8  jpeg   no      5665  0    72    72 19.3K 3.5%
 200  1635 image     557   559  rgb     3   8  jpeg   no      5672  0    72    72 9414B 1.0%
 200  1636 mask      557   559  -       1   1  image  no      5672  0    72    72  164B 0.4%
 200  1637 image     535   546  rgb     3   8  jpeg   no      5676  0    72    72 7697B 0.9%
 200  1638 smask     535   546  gray    1   8  image  no      5676  0    72    72 1326B 0.5%
 200  1639 image     557   235  rgb     3   8  jpeg   no      5680  0    72    72 5094B 1.3%
 200  1640 mask      557   235  -       1   1  image  no      5680  0    72    72   86B 0.5%
 200  1641 image     452   411  rgb     3   8  jpeg   no      5684  0    72    72 19.5K 3.6%
 201  1642 image     557   804  rgb     3   8  jpeg   no      5693  0    72    72 11.2K 0.9%
 201  1643 mask      557   804  -       1   1  image  no      5693  0    72    72  221B 0.4%
 201  1644 image     535   494  rgb     3   8  jpeg   no      5697  0    72    72 6981B 0.9%
 201  1645 smask     535   494  gray    1   8  image  no      5697  0    72    72 1203B 0.5%
 201  1646 image     627   351  rgb     3   8  jpeg   no      5701  0    85    85 50.4K 7.8%
 201  1647 image     627   351  rgb     3   8  jpeg   no      5703  0    88    88 50.7K 7.9%
 202  1648 image     557    98  rgb     3   8  jpeg   no      5710  0    72    72 3288B 2.0%
 202  1649 mask      557    98  -       1   1  image  no      5710  0    72    72   55B 0.8%
 202  1650 image     535    85  rgb     3   8  jpeg   no      5714  0    72    72 3298B 2.4%
 202  1651 smask     535    85  gray    1   8  image  no      5714  0    72    72  289B 0.6%
 202  1652 image     557   353  rgb     3   8  jpeg   no      5718  0    72    72 8117B 1.4%
 202  1653 mask      557   353  -       1   1  image  no      5718  0    72    72  116B 0.5%
 202  1654 image     535   158  rgb     3   8  jpeg   no      5722  0    72    72 4252B 1.7%
 202  1655 smask     535   158  gray    1   8  image  no      5722  0    72    72  495B 0.6%
 202  1656 image     557   333  rgb     3   8  jpeg   no      5726  0    72    72 6372B 1.1%
 202  1657 mask      557   333  -       1   1  image  no      5726  0    72    72  109B 0.5%
 202  1658 image     535    32  rgb     3   8  jpeg   no      5730  0    72    72 1380B 2.7%
 202  1659 smask     535    32  gray    1   8  image  no      5730  0    72    72  161B 0.9%
 202  1660 image       9     6  rgb     3   8  jpeg   no      5734  0    72    72  691B 427%
 203  1661 image     557    98  rgb     3   8  jpeg   no      5744  0    72    72 3288B 2.0%
 203  1662 mask      557    98  -       1   1  image  no      5744  0    72    72   55B 0.8%
 203  1663 image     535    85  rgb     3   8  jpeg   no      5748  0    72    72 3298B 2.4%
 203  1664 smask     535    85  gray    1   8  image  no      5748  0    72    72  289B 0.6%
 203  1665 image     557   696  rgb     3   8  jpeg   no      5752  0    72    72 11.0K 1.0%
 203  1666 mask      557   696  -       1   1  image  no      5752  0    72    72  194B 0.4%
 203  1667 image     535    71  rgb     3   8  jpeg   no      5756  0    72    72 1937B 1.7%
 203  1668 smask     535    71  gray    1   8  image  no      5756  0    72    72  251B 0.7%
 203  1669 image     550    74  rgb     3   8  jpeg   no      5760  0    74    74 26.7K  22%
 203  1670 image     480   428  rgb     3   8  jpeg   no      5762  0    72    72 36.5K 6.1%
 204  1671 image     557   651  rgb     3   8  jpeg   no      5771  0    72    72 10.6K 1.0%
 204  1672 mask      557   651  -       1   1  image  no      5771  0    72    72  186B 0.4%
 204  1673 image     535   638  rgb     3   8  jpeg   no      5775  0    72    72 9675B 0.9%
 204  1674 smask     535   638  gray    1   8  image  no      5775  0    72    72 1533B 0.4%
 204  1675 image     557   143  rgb     3   8  jpeg   no      5779  0    72    72 3816B 1.6%
 204  1676 mask      557   143  -       1   1  image  no      5779  0    72    72   63B 0.6%
 204  1677 image     480   428  rgb     3   8  jpeg   no      5783  0    72    72 36.9K 6.1%
 205  1678 image     557   407  rgb     3   8  jpeg   no      5792  0    72    72 7346B 1.1%
 205  1679 mask      557   407  -       1   1  image  no      5792  0    72    72  129B 0.5%
 205  1680 image     535   128  rgb     3   8  jpeg   no      5796  0    72    72 4106B 2.0%
 205  1681 smask     535   128  gray    1   8  image  no      5796  0    72    72  427B 0.6%
 205  1682 image     557   387  rgb     3   8  jpeg   no      5800  0    72    72 7186B 1.1%
 205  1683 mask      557   387  -       1   1  image  no      5800  0    72    72  122B 0.5%
 205  1684 image     664   157  rgb     3   8  jpeg   no      5804  0    90    90 52.6K  17%
 206  1685 image     557   804  rgb     3   8  jpeg   no      5812  0    72    72 11.2K 0.9%
 206  1686 mask      557   804  -       1   1  image  no      5812  0    72    72  221B 0.4%
 206  1687 image     616   774  rgb     3   8  jpeg   no      5816  0    83    83 84.2K 6.0%
 207  1688 image     557   165  rgb     3   8  jpeg   no      5823  0    72    72 4251B 1.5%
 207  1689 mask      557   165  -       1   1  image  no      5823  0    72    72   71B 0.6%
 207  1690 image     535   128  rgb     3   8  jpeg   no      5827  0    72    72 4106B 2.0%
 207  1691 smask     535   128  gray    1   8  image  no      5827  0    72    72  427B 0.6%
 207  1692 image     557   388  rgb     3   8  jpeg   no      5831  0    72    72 8543B 1.3%
 207  1693 mask      557   388  -       1   1  image  no      5831  0    72    72  125B 0.5%
 207  1694 image     535   143  rgb     3   8  jpeg   no      5835  0    72    72 4241B 1.8%
 207  1695 smask     535   143  gray    1   8  image  no      5835  0    72    72  461B 0.6%
 207  1696 image     557   231  rgb     3   8  jpeg   no      5839  0    72    72 5056B 1.3%
 207  1697 mask      557   231  -       1   1  image  no      5839  0    72    72   85B 0.5%
 208  1698 image     557   126  rgb     3   8  jpeg   no      5852  0    72    72 3680B 1.7%
 208  1699 mask      557   126  -       1   1  image  no      5852  0    72    72   63B 0.7%
 208  1700 image     535   113  rgb     3   8  jpeg   no      5856  0    72    72 3940B 2.2%
 208  1701 smask     535   113  gray    1   8  image  no      5856  0    72    72  394B 0.7%
 208  1702 image     557   369  rgb     3   8  jpeg   no      5860  0    72    72 8329B 1.4%
 208  1703 mask      557   369  -       1   1  image  no      5860  0    72    72  120B 0.5%
 208  1704 image     535   138  rgb     3   8  jpeg   no      5864  0    72    72 3525B 1.6%
 208  1705 smask     535   138  gray    1   8  image  no      5864  0    72    72  450B 0.6%
 208  1706 image     557   289  rgb     3   8  jpeg   no      5868  0    72    72 5908B 1.2%
 208  1707 mask      557   289  -       1   1  image  no      5868  0    72    72   98B 0.5%
 208  1708 image     535    71  rgb     3   8  jpeg   no      5872  0    72    72 1937B 1.7%
 208  1709 smask     535    71  gray    1   8  image  no      5872  0    72    72  251B 0.7%
 209  1710 image     557   258  rgb     3   8  jpeg   no      5884  0    72    72 5418B 1.3%
 209  1711 mask      557   258  -       1   1  image  no      5884  0    72    72   93B 0.5%
 209  1712 image     535   245  rgb     3   8  jpeg   no      5888  0    72    72 5259B 1.3%
 209  1713 smask     535   245  gray    1   8  image  no      5888  0    72    72  649B 0.5%
 209  1714 image     557   438  rgb     3   8  jpeg   no      5892  0    72    72 9077B 1.2%
 209  1715 mask      557   438  -       1   1  image  no      5892  0    72    72  136B 0.4%
 209  1716 image     535   243  rgb     3   8  jpeg   no      5896  0    72    72 5431B 1.4%
 209  1717 smask     535   243  gray    1   8  image  no      5896  0    72    72  686B 0.5%
 209  1718 image     557    88  rgb     3   8  jpeg   no      5900  0    72    72 3142B 2.1%
 209  1719 mask      557    88  -       1   1  image  no      5900  0    72    72   50B 0.8%
 210  1720 image     557   366  rgb     3   8  jpeg   no      5911  0    72    72 6908B 1.1%
 210  1721 mask      557   366  -       1   1  image  no      5911  0    72    72  119B 0.5%
 210  1722 image     535   278  rgb     3   8  jpeg   no      5915  0    72    72 5609B 1.3%
 210  1723 smask     535   278  gray    1   8  image  no      5915  0    72    72  765B 0.5%
 210  1724 image     557   428  rgb     3   8  jpeg   no      5919  0    72    72 7650B 1.1%
 210  1725 mask      557   428  -       1   1  image  no      5919  0    72    72  131B 0.4%
 211  1726 image     557   804  rgb     3   8  jpeg   no      5930  0    72    72 11.2K 0.9%
 211  1727 mask      557   804  -       1   1  image  no      5930  0    72    72  221B 0.4%
 211  1728 image     623   741  rgb     3   8  jpeg   no      5934  0    84    84  119K 8.8%
 212  1729 image     557   654  rgb     3   8  jpeg   no      5941  0    72    72 10.5K 1.0%
 212  1730 mask      557   654  -       1   1  image  no      5941  0    72    72  187B 0.4%
 212  1731 image     535   411  rgb     3   8  jpeg   no      5945  0    72    72 7575B 1.1%
 212  1732 smask     535   411  gray    1   8  image  no      5945  0    72    72 1064B 0.5%
 212  1733 image     557   140  rgb     3   8  jpeg   no      5949  0    72    72 3816B 1.6%
 212  1734 mask      557   140  -       1   1  image  no      5949  0    72    72   63B 0.6%
 212  1735 image     889   364  rgb     3   8  jpeg   no      5953  0   120   120 56.5K 6.0%
 212  1736 image     882   360  rgb     3   8  jpeg   no      5955  0   124   124 57.7K 6.2%
 213  1737 image     557   576  rgb     3   8  jpeg   no      5963  0    72    72 9731B 1.0%
 213  1738 mask      557   576  -       1   1  image  no      5963  0    72    72  169B 0.4%
